fms_city_id,city_state,city,state,country,latitude,longitude
94,"Ann Arbor, MI",Ann Arbor, MI,,42.268156899999994,-83.7312291
895,"East Lansing, MI",East Lansing, MI,,42.735541600000005,-84.4852469
2266,"Murfreesboro, TN",Murfreesboro, TN,,35.845999,-86.3920452
2160,"Minneapolis, MN",Minneapolis, MN,,44.9772995,-93.2654692
2225,"Morris, MN",Morris, MN,,45.586071999999994,-95.91394100000001
2504,"Oxford, MS",Oxford, MS,,34.366412700000005,-89.5187664
3151,"Starkville, MS",Starkville, MS,,33.4503998,-88.8183872
674,"Columbia, MO",Columbia, MO,,38.951883,-92.3337366
1596,"Joplin, MO",Joplin, MO,,37.084179999999996,-94.51323000000001
3141,"St. Joseph, MO",St. Joseph, MO,,39.7686055,-94.8466322
2170,"Missoula, MT",Missoula, MT,,46.8701049,-113.9952672
353,"Bozeman, MT",Bozeman, MT,,45.679429299999995,-111.04404740000001
187,"Baltimore, MD",Baltimore, MD,,39.2847494,-76.62047463969989
96,"Annapolis, MD",Annapolis, MD,,38.9786401,-76.492786
1850,"Lincoln, NE",Lincoln, NE,,40.8088861,-96.70777509999999
2770,"Reno, NV",Reno, NV,,39.5261206,-119.81265810000001
36,"Albuquerque, NM",Albuquerque, NM,,35.0841034,-106.6509851
1780,"Las Cruces, NM",Las Cruces, NM,,32.3140354,-106.7798078
3259,"Thibodaux, LA",Thibodaux, LA,,29.795763300000004,-90.82287099999999
2373,"Norfolk, VA",Norfolk, VA,,36.888993299999996,-76.24816240000001
1040,"Florence, AL",Florence, AL,,34.79981,-87.677251
547,"Chapel Hill, NC",Chapel Hill, NC,,35.9131542,-79.05578
1260,"Greensboro, NC",Greensboro, NC,,36.0726355,-79.79197540000001
2737,"Raleigh, NC",Raleigh, NC,,35.7803977,-78.63909890000001
1008,"Fargo, ND",Fargo, ND,,46.877229,-96.78982099999999
828,"Denton, TX",Denton, TX,,33.1838787,-97.1413417
1033,"Flagstaff, AZ",Flagstaff, AZ,,35.19875220000001,-111.6518229
1251,"Greeley, CO",Greeley, CO,,40.42331420000001,-104.7091322
807,"DeKalb, IL",DeKalb, IL,,41.89034470000001,-88.7713953
521,"Cedar Falls, IA",Cedar Falls, IA,,42.527412299999995,-92.4453179
985,"Evanston, IL",Evanston, IL,,42.0447388,-87.6930459
2292,"Natchitoches, LA",Natchitoches, LA,,31.760673200000003,-93.08602090000001
2417,"Notre Dame, IN",Notre Dame, IN,,41.70456775,-86.23822026017265
139,"Athens, OH",Athens, OH,,39.355589,-82.06104040000001
683,"Columbus, OH",Columbus, OH,,39.9622601,-83.00070649999999
2375,"Norman, OK",Norman, OK,,35.2225717,-97.4394816
3165,"Stillwater, OK",Stillwater, OK,,36.1156306,-97.0585717
978,"Eugene, OR",Eugene, OR,,44.0505054,-123.09505060000001
723,"Corvallis, OR",Corvallis, OR,,44.5645659,-123.2620435
3152,"State College, PA",State College, PA,,40.794450399999995,-77.86163859999999
3333,"University Park, PA",University Park, PA,,40.808749299999995,-77.8585662
2634,"Pittsburgh, PA",Pittsburgh, PA,,40.4416941,-79.99008609999998
2685,"Portland, OR",Portland, OR,,45.5202471,-122.6741949
3490,"West Lafayette, IN",West Lafayette, IN,,40.4258686,-86.9080655
2792,"Richmond, VA",Richmond, VA,,37.53850870000001,-77.43428
2631,"Piscataway, NJ",Piscataway, NJ,,40.5462553,-74.46604079999999
1493,"Huntsville, TX",Huntsville, TX,,30.723526300000003,-95.55077709999999
1448,"Homewood, AL",Homewood, AL,,33.4717732,-86.8008228
2921,"San Diego, CA",San Diego, CA,,32.7174209,-117.16277140000001
2925,"San Jose, CA",San Jose, CA,,37.3361905,-121.89058329999999
2970,"Savannah, GA",Savannah, GA,,32.0809263,-81.09117679999999
3028,"Shepherdstown, WV",Shepherdstown, WV,,39.430099600000005,-77.804161
777,"Dallas, TX",Dallas, TX,,32.7762719,-96.7968559
2174,"Mobile, AL",Mobile, AL,,30.6943566,-88.04305409999999
676,"Columbia, SC",Columbia, SC,,34.000749299999995,-81.03433129999999
2481,"Orangeburg, SC",Orangeburg, SC,,33.4918203,-80.8556476
393,"Brookings, SD",Brookings, SD,,44.3763598,-96.7925213
3230,"Tampa, FL",Tampa, FL,,27.947759499999997,-82.458444
1322,"Hammond, LA",Hammond, LA,,41.5833658,-87.500043
1911,"Los Angeles, CA",Los Angeles, CA,,34.0536909,-118.2427666
484,"Carbondale, IL",Carbondale, IL,,37.7274692,-89.216655
1358,"Hattiesburg, MS",Hattiesburg, MS,,31.327118900000002,-89.2903392
131,"Ashland, OR",Ashland, OR,,42.1972487,-122.71539950000002
519,"Cedar City, UT",Cedar City, UT,,37.67742379999999,-113.0618277
3148,"Stanford, CA",Stanford, CA,,37.427467,-122.17024450000001
3221,"Syracuse, NY",Syracuse, NY,,43.0481221,-76.1474244
1092,"Fort Worth, TX",Fort Worth, TX,,32.753177,-97.3327459
1675,"Knoxville, TN",Knoxville, TN,,35.960394799999996,-83.92102609999999
2289,"Nashville, TN",Nashville, TN,,36.1622296,-86.7743531
701,"Cookeville, TN",Cookeville, TN,,36.1623886,-85.4997057
2037,"Martin, TN",Martin, TN,,36.343396500000004,-88.850338
162,"Austin, TX",Austin, TX,,30.2711286,-97.7436995
662,"College Station, TX",College Station, TX,,30.595528899999998,-96.3071042
688,"Commerce, TX",Commerce, TX,,33.2442615,-95.9006353
3317,"Tyler, TX",Tyler, TX,,32.351260100000005,-95.3010624
2932,"San Marcos, TX",San Marcos, TX,,29.882643599999998,-97.9405828
1933,"Lubbock, TX",Lubbock, TX,,33.563520600000004,-101.879336
922,"El Paso, TX",El Paso, TX,,31.7754152,-106.4646348
2918,"San Antonio, TX",San Antonio, TX,,29.424600199999997,-98.4951405
3276,"Toledo, OH",Toledo, OH,,41.678675399999996,-83.51272829999999
3285,"Towson, MD",Towson, MD,,39.4018552,-76.602388
3294,"Troy, AL",Troy, AL,,31.808767800000002,-85.969951
2326,"New Orleans, LA",New Orleans, LA,,29.949932300000004,-90.0701156
3305,"Tulsa, OK",Tulsa, OK,,36.1556805,-95.9929113
1781,"Las Vegas, NV",Las Vegas, NV,,36.1672559,-115.1485163
2912,"Salt Lake City, UT",Salt Lake City, UT,,40.759619799999996,-111.88679750000001
1880,"Logan, UT",Logan, UT,,41.7313447,-111.8348631
3376,"Villanova, PA",Villanova, PA,,40.037332299999996,-75.34907690000001
560,"Charlottesville, VA",Charlottesville, VA,,38.029306,-78.4766781
299,"Blacksburg, VA",Blacksburg, VA,,37.2296566,-80.4136767
3583,"Winston-Salem, NC",Winston-Salem, NC,,36.0998131,-80.2440518
2988,"Seattle, WA",Seattle, WA,,47.6038321,-122.3300624
2721,"Pullman, WA",Pullman, WA,,46.7304268,-117.173895
836,"Detroit, MI",Detroit, MI,,42.331550899999996,-83.04664029999999
2450,"Ogden, UT",Ogden, UT,,41.2230048,-111.9738429
496,"Carrollton, GA",Carrollton, GA,,33.580110299999994,-85.0766113
3491,"West Liberty, WV",West Liberty, WV,,40.169794,-80.59368509999999
480,"Canyon, TX",Canyon, TX,,34.97983920000001,-101.9193395
2223,"Morgantown, WV",Morgantown, WV,,39.629680900000004,-79.9559437
757,"Cullowhee, NC",Cullowhee, NC,,35.3137739,-83.1765814
346,"Bowling Green, KY",Bowling Green, KY,,36.990319899999996,-86.4436018
1609,"Kalamazoo, MI",Kalamazoo, MI,,42.291707,-85.5872286
1968,"Madison, WI",Madison, WI,,43.074760999999995,-89.3837613
1773,"Laramie, WY",Laramie, WY,,41.311367,-105.591101
2316,"New Haven, CT",New Haven, CT,,41.3082138,-72.92505179999999
3628,"Youngstown, OH",Youngstown, OH,,41.1035786,-80.6520161
1743,"Lakeland, FL",Lakeland, FL,,28.039465399999997,-81.9498042
1467,"Howe, TX",Howe, TX,,33.5073346,-96.6126637
2407,"Northport, AL",Northport, AL,,33.2449315,-87.6728397782913
379,"Bristow, VA",Bristow, VA,,38.7233263,-77.53656690000001
731,"Covington, GA",Covington, GA,,33.5967815,-83.86018270000001
999,"Fairfield, CT",Fairfield, CT,,41.1412078,-73.26372579999999
2157,"Mineola, NY",Mineola, NY,,40.7492678,-73.64068449999999
2410,"Northville, MI",Northville, MI,,42.4310806,-83.4832262
786,"Danville, CA",Danville, CA,,37.8215929,-121.9999606
3496,"West Orange, NJ",West Orange, NJ,,40.798711299999994,-74.2390353
2678,"Port Orange, FL",Port Orange, FL,,29.10162805,-81.01059617608055
175,"Babylon, NY",Babylon, NY,,40.695655200000004,-73.3256753
3322,"Union City, MI",Union City, MI,,42.0667135,-85.1360882
2166,"Mission Hills, CA",Mission Hills, CA,,34.687584,-120.43901754304564
1732,"Lake Orion, MI",Lake Orion, MI,,42.7844752,-83.23966120000001
2642,"Plainfield, NJ",Plainfield, NJ,,40.6337136,-74.40737370000001
1030,"Fishers, IN",Fishers, IN,,39.9555928,-86.01387290000001
1513,"Indianapolis, IN",Indianapolis, IN,,39.7683331,-86.1583502
744,"Crete, IL",Crete, IL,,41.4445334,-87.6313829
1903,"Lorain, OH",Lorain, OH,,41.2633554,-82.17347459999999
352,"Boynton Beach, FL",Boynton Beach, FL,,26.5256179,-80.0666026
1393,"Hialeah, FL",Hialeah, FL,,25.8575963,-80.2781057
689,"Compton, CA",Compton, CA,,33.894927,-118.226624
1849,"Lincoln, CA",Lincoln, CA,,38.8598295,-121.34239205792437
1867,"Little Rock, AR",Little Rock, AR,,34.7464809,-92.2895948
648,"Clovis, CA",Clovis, CA,,36.8252277,-119.70291940000001
3267,"Thousand Oaks, CA",Thousand Oaks, CA,,34.17142715,-118.91058772974444
1728,"Lake Forest, CA",Lake Forest, CA,,33.6469261,-117.6859213
380,"Brockton, MA",Brockton, MA,,42.083433500000005,-71.0183787
561,"Charlton, MA",Charlton, MA,,42.1348444,-71.9643153
3573,"Winchester, MA",Winchester, MA,,42.452317799999996,-71.13699820000001
1950,"Lynnfield, MA",Lynnfield, MA,,42.5389836,-71.0481084
458,"Cambridge, MA",Cambridge, MA,,42.3750997,-71.1056157
1951,"Lynnwood, WA",Lynnwood, WA,,47.8278656,-122.3053932
3341,"Valencia, CA",Valencia, CA,,34.413819000000004,-118.56103780000001
2290,"Nassau, NP",Nassau, NP,,45.0663534,-96.43977509999999
68,"Amarillo, TX",Amarillo, TX,,35.2072185,-101.83382459999999
1128,"Fullerton, CA",Fullerton, CA,,33.870821500000005,-117.9294165
2535,"Panama City, FL",Panama City, FL,,30.1600827,-85.6545729
2480,"Orange, TX",Orange, TX,,30.122863399999996,-93.9041169
2941,"Sandusky, OH",Sandusky, OH,,41.295156299999995,-83.15554379999999
2418,"Novato, CA",Novato, CA,,38.1061979,-122.56811909999999
1772,"Laplace, LA",Laplace, LA,,40.76445985,-73.97449410382455
1489,"Huntington Beach, CA",Huntington Beach, CA,,33.6783336,-118.0000166
2214,"Moorpark, CA",Moorpark, CA,,34.285558,-118.8820414
953,"Eloy, AZ",Eloy, AZ,,32.7557002,-111.5550419
520,"Cedar Creek, TX",Cedar Creek, TX,,31.3205971,-94.7540977
664,"Colleyville, TX",Colleyville, TX,,32.8809603,-97.155012
2108,"Mesquite, TX",Mesquite, TX,,32.7666103,-96.59947199999999
1463,"Hoschton, GA",Hoschton, GA,,34.096496,-83.76128390000001
254,"Belton, SC",Belton, SC,,34.522888099999996,-82.49429479999999
991,"Ewa Beach, HI",Ewa Beach, HI,,21.315603,-158.008804
3039,"Shreveport, LA",Shreveport, LA,,32.522182799999996,-93.7651944
405,"Brusly, LA",Brusly, LA,,30.3943588,-91.25371990000001
1546,"Jackson, MS",Jackson, MS,,32.29903839999999,-90.1847691
1399,"High Point, NC",High Point, NC,,35.9556924,-80.0053176
2571,"Pelahatchie, MS",Pelahatchie, MS,,32.313215899999996,-89.7989402
1892,"Long Beach, CA",Long Beach, CA,,33.7690164,-118.1916048
2984,"Scottsdale, AZ",Scottsdale, AZ,,33.4942189,-111.92601840000002
2454,"Oklahoma City, OK",Oklahoma City, OK,,35.4729886,-97.5170536
505,"Cary, IL",Cary, IL,,42.2119684,-88.2381381
239,"Bellefontaine, OH",Bellefontaine, OH,,40.3611643,-83.7596557
245,"Bellflower, CA",Bellflower, CA,,33.8825705,-118.1167679
2171,"Missouri City, TX",Missouri City, TX,,29.6185669,-95.5377215
1426,"Hobbs, NM",Hobbs, NM,,32.707667,-103.1311314
3482,"West Covina, CA",West Covina, CA,,34.0686208,-117.93895259999998
1236,"Grand Rapids, MI",Grand Rapids, MI,,42.963240500000005,-85.66786390000001
2586,"Pensacola, FL",Pensacola, FL,,30.421309,-87.2169149
2123,"Middleton, WI",Middleton, WI,,43.0962919,-89.5119565
2087,"Melbourne, VIC       ",Melbourne, VIC       ,,,
2717,"Puckett, MS",Puckett, MS,,32.0809867,-89.7759086
1484,"Huntersville, NC",Huntersville, NC,,35.410845,-80.84290940000001
2927,"San Juan, TX",San Juan, TX,,26.189240899999998,-98.1552872
853,"Dothan, AL",Dothan, AL,,31.2237434,-85.39339059999999
3304,"Tulare, CA",Tulare, CA,,36.2516475,-118.85258300000001
1800,"League City, TX",League City, TX,,29.5074538,-95.0949303
3503,"West Valley City, UT",West Valley City, UT,,40.696628999999994,-111.9867271
2881,"Saint Charles, IL",Saint Charles, IL,,38.7877791,-90.6747372
3540,"Whitewater, WI",Whitewater, WI,,42.8336422,-88.7292679
3199,"Sumter, SC",Sumter, SC,,33.8998826,-80.3237032
2000,"Mansfield, TX",Mansfield, TX,,32.5631924,-97.1416768
1165,"Geneva, IL",Geneva, IL,,31.0862933,-85.803014
3585,"Winter Haven, FL",Winter Haven, FL,,28.0222435,-81.7328568
1438,"Hollister, CA",Hollister, CA,,36.8524545,-121.40160209999999
2551,"Pascagoula, MS",Pascagoula, MS,,30.364679499999998,-88.5585995
3364,"Vicksburg, MS",Vicksburg, MS,,32.3528418,-90.8777342
1266,"Greenville, MS",Greenville, MS,,33.40006330000001,-91.0551312
1060,"Forest, MS",Forest, MS,,32.36458880000001,-89.4742348
1350,"Harvest, AL",Harvest, AL,,34.857193249999995,-86.74907012252524
1503,"Ibadan, ",Ibadan, ,,,
312,"Blue Ridge, GA",Blue Ridge, GA,,34.863972,-84.324087
1559,"Jamesville, NY",Jamesville, NY,,42.9920106,-76.07158869999999
715,"Cornelius, NC",Cornelius, NC,,35.4817982,-80.85895009999999
2471,"Opelika, AL",Opelika, AL,,32.728671999999996,-85.39225332935811
2466,"Oneonta, AL",Oneonta, AL,,33.9481537,-86.472764
2833,"Rockwall, TX",Rockwall, TX,,32.8923464,-96.4066987
3435,"Waterloo, IA",Waterloo, IA,,42.497969299999994,-92.3329637
2540,"Paris, TX",Paris, TX,,33.661796200000005,-95.555513
3641,"Zurich, ",Zurich, ,,39.234454,-99.438161
363,"Breaux Bridge, LA",Breaux Bridge, LA,,30.273532300000003,-91.89928370000001
507,"Casa Grande, AZ",Casa Grande, AZ,,32.8795022,-111.75735209999999
1492,"Huntsville, AL",Huntsville, AL,,34.729847,-86.5859011
3544,"Wichita, KS",Wichita, KS,,37.6922361,-97.3375448
2464,"Omaha, NE",Omaha, NE,,41.258745899999994,-95.93837579999999
727,"Council Bluffs, IA",Council Bluffs, IA,,41.2621283,-95.8613912
3394,"Wahiawa, HI",Wahiawa, HI,,21.500624100000003,-158.0166720181598
406,"Bryan, TX",Bryan, TX,,30.674364299999997,-96.3699632
1126,"Fruitland, NM",Fruitland, NM,,36.7391682,-108.3956352
408,"Buckeye, AZ",Buckeye, AZ,,33.370274800000004,-112.5838673
865,"Dublin, CA",Dublin, CA,,37.7021521,-121.9357918
2587,"Peoria, AZ",Peoria, AZ,,33.580611499999996,-112.23729420000001
3425,"Washington, DC",Washington, DC,,38.9298584,-77.03332391453975
1246,"Grapevine, TX",Grapevine, TX,,32.9337381,-97.0788754
1175,"Gilbert, AZ",Gilbert, AZ,,33.3527632,-111.78903729999999
2733,"Racine, WI",Racine, WI,,42.7260523,-87.78252420000001
2336,"Newark, NJ",Newark, NJ,,40.735657,-74.1723667
1992,"Manhattan Beach, CA",Manhattan Beach, CA,,33.8915985,-118.39512409999999
3183,"Stuttgart, ",Stuttgart, ,,34.500374799999996,-91.55262809999999
2444,"Oceanside, CA",Oceanside, CA,,33.1958696,-117.3794834
2954,"Santa Rosa, CA",Santa Rosa, CA,,38.4404925,-122.71410490000001
223,"Beaver, OH",Beaver, OH,,39.030627200000005,-82.8243382
2538,"Paramus, NJ",Paramus, NJ,,40.945291100000006,-74.07358990000002
267,"Bentonville, AR",Bentonville, AR,,36.372853799999994,-94.2088172
179,"Bakersfield, CA",Bakersfield, CA,,35.3738712,-119.01946389999999
414,"Buffalo, NY",Buffalo, NY,,42.8867166,-78.87839220000001
3160,"Sterling Heights, MI",Sterling Heights, MI,,42.5803122,-83.0302033
471,"Canoga Park, CA",Canoga Park, CA,,34.2010776,-118.5978259
513,"Castroville, CA",Castroville, CA,,36.7657904,-121.75800500000001
2648,"Plantation, FL",Plantation, FL,,26.1265258,-80.25786123765101
2612,"Phoenix, AZ",Phoenix, AZ,,33.448436699999995,-112.07414170000001
533,"Centerville, OH",Centerville, OH,,39.62839279999999,-84.15938179999999
2898,"Saint Peters, MO",Saint Peters, MO,,38.791612,-90.5958468
691,"Concord, NC",Concord, NC,,35.40937720000001,-80.57974159999999
1553,"Jacksonville, FL",Jacksonville, FL,,30.3321838,-81.655651
3478,"West Chester, OH",West Chester, OH,,39.3303357,-84.408275
2679,"Port Orchard, WA",Port Orchard, WA,,47.5315625,-122.63840559999998
3260,"Thomaston, GA",Thomaston, GA,,32.8881879,-84.3265855
1891,"Lone Tree, CO",Lone Tree, CO,,39.5360997,-104.8963682
1582,"Johnsburg, IL",Johnsburg, IL,,42.3800209,-88.2420315
140,"Athens, TX",Athens, TX,,32.2044416,-95.85491400000001
2676,"Port Matilda, PA",Port Matilda, PA,,40.7996651,-78.0541814
3359,"Ventura, CA",Ventura, CA,,34.4458248,-119.07793590000001
1749,"Lakewood, OH",Lakewood, OH,,41.481993200000005,-81.7981908
1090,"Fort Wayne, IN",Fort Wayne, IN,,41.0799898,-85.13860150000001
3338,"Vacaville, CA",Vacaville, CA,,38.3565773,-121.98774440000001
1149,"Gardena, CA",Gardena, CA,,33.8963593,-118.3053037
523,"Cedar Hill, MS",Cedar Hill, MS,,32.483197,-90.1759208
3246,"Temple Terrace, FL",Temple Terrace, FL,,28.035296399999996,-82.38925959999999
1481,"Humble, TX",Humble, TX,,29.998831199999998,-95.26215529999999
3334,"Upland, CA",Upland, CA,,34.09751,-117.64838759999999
1480,"Hugoton, KS",Hugoton, KS,,37.1753025,-101.3496025
3100,"Southfield, MI",Southfield, MI,,42.473368900000004,-83.2218731
3584,"Winter Garden, FL",Winter Garden, FL,,28.5502685,-81.59259746085962
825,"Delray Beach, FL",Delray Beach, FL,,26.4614625,-80.07282009999999
3361,"Vero Beach, FL",Vero Beach, FL,,27.6387163,-80.39753990000001
1080,"Fort Pierce, FL",Fort Pierce, FL,,27.446705600000005,-80.3256056
2109,"Metairie, LA",Metairie, LA,,30.001852000000003,-90.17671491598878
2824,"Rock Hill, SC",Rock Hill, SC,,34.9248667,-81.02507840000001
2652,"Pleasanton, CA",Pleasanton, CA,,37.6624312,-121.8746789
3234,"Tarpon Springs, FL",Tarpon Springs, FL,,28.148082950000006,-82.74380159717906
856,"Douglasville, GA",Douglasville, GA,,33.7514966,-84.7477136
2248,"Mount Pleasant, TX",Mount Pleasant, TX,,33.1570582,-94.9694007
3337,"Uvalde, TX",Uvalde, TX,,29.300357,-99.7733181
2508,"Oyster Bay, NY",Oyster Bay, NY,,40.865819,-73.5320304
1631,"Keller, TX",Keller, TX,,32.9299655,-97.2271249
2902,"Salado, TX",Salado, TX,,30.947335100000004,-97.5382009
2314,"New Ellenton, SC",New Ellenton, SC,,33.421531,-81.6856654
903,"East Stroudsburg, PA",East Stroudsburg, PA,,40.9995386,-75.1812913
616,"Clarksville, TN",Clarksville, TN,,36.5277607,-87.35887029999999
2220,"Morganfield, KY",Morganfield, KY,,37.6833776,-87.9166916
2394,"North Miami, FL",North Miami, FL,,25.90560775,-80.17506955013091
1808,"Lebanon, PA",Lebanon, PA,,40.375713,-76.4626118
207,"Batesville, MS",Batesville, MS,,34.3114982,-89.9442567
1038,"Flora, MS",Flora, MS,,32.5432591,-90.3094672
1522,"Inverness, MS",Inverness, MS,,33.3537315,-90.5925907
3307,"Tunica, MS",Tunica, MS,,34.6845455,-90.38287700000001
2725,"Purvis, MS",Purvis, MS,,31.144335100000003,-89.40695500000001
2599,"Petal, MS",Petal, MS,,31.346562699999996,-89.2600605
1292,"Gulfport, MS",Gulfport, MS,,30.367419800000004,-89.0928155
2576,"Pell City, AL",Pell City, AL,,33.586214899999995,-86.28608879999999
1967,"Madison, MS",Madison, MS,,32.4618086,-90.1153638
3547,"Wiggins, MS",Wiggins, MS,,30.858244,-89.1353283
1283,"Griffin, GA",Griffin, GA,,33.246780699999995,-84.26409040000001
449,"Caledonia, MS",Caledonia, MS,,33.68289179999999,-88.32448120000001
2034,"Marshall, WI",Marshall, WI,,43.1683286,-89.0667775
3065,"Smyrna, TN",Smyrna, TN,,35.9828413,-86.51860450000001
585,"Chicago, IL",Chicago, IL,,41.875561600000005,-87.6244212
2438,"Oakland, CA",Oakland, CA,,37.804455700000005,-122.27135630000001
3224,"Tacoma, WA",Tacoma, WA,,47.24957979999999,-122.43987460000001
